time,demand_fid,demand_lon,demand_lat,priority,supply_fid,supply_lon,supply_lat,supply_type,material_weight,unique_id
0.25,DEM_17703,113.93592899778268,22.68373794701236,2,MED_136,113.80831841077608,22.69073903809884,medical,6.4,DEM_003_07
0.333,DEM_24902,113.8211771042114,22.6701344504491,4,COM_12,113.82327136439469,22.6746292751996,commercial,28.2,DEM_004_00
0.333,DEM_44169,113.8052849659174,22.67262966670267,2,MED_136,113.80831841077608,22.69073903809884,medical,22.8,DEM_004_01
0.333,DEM_23415,113.9255253637329,22.67281035545623,4,COM_22,113.9352843465338,22.681219811731687,commercial,16.0,DEM_004_02
0.333,DEM_31018,113.859411140252,22.65335612320814,1,MED_438,113.8080819750525,22.69056122970081,medical,8.0,DEM_004_03
0.333,DEM_12724,113.8173205696967,22.6681434108584,4,COM_5,113.8231103907918,22.67455908142552,commercial,13.5,DEM_004_04
0.333,DEM_36169,113.81792793616168,22.66099409749836,4,COM_54,113.80529579176628,22.66083003960116,commercial,10.8,DEM_004_05
0.333,DEM_12427,113.8167774514946,22.66937920032525,3,MED_68,113.8078934065362,22.69043991380036,medical,6.8,DEM_004_06
0.333,DEM_39453,113.9258065037976,22.67285581892615,4,COM_5,113.8231103907918,22.67455908142552,commercial,10.7,DEM_004_07
0.417,DEM_7025,113.9206348974659,22.69011731263102,4,COM_54,113.80529579176628,22.66083003960116,commercial,19.4,DEM_005_00
0.417,DEM_13819,113.9346444533711,22.681811188354455,1,MED_438,113.8080819750525,22.69056122970081,medical,25.2,DEM_005_01
0.417,DEM_10569,113.8163431349378,22.6691700526838,4,COM_5,113.8231103907918,22.67455908142552,commercial,7.4,DEM_005_02
0.417,DEM_25427,113.8587333253186,22.65687196726224,4,COM_22,113.9352843465338,22.681219811731687,commercial,15.6,DEM_005_03
0.5,DEM_32315,113.862675315512,22.66703230687713,4,COM_52,113.8232721744962,22.67444093610764,commercial,8.5,DEM_006_00
0.5,DEM_10144,113.81407931641,22.66595023523083,1,MED_341,113.8077787728144,22.69023886178267,medical,16.6,DEM_006_01
0.5,DEM_3716,113.8158272903692,22.66775093667912,4,COM_52,113.8232721744962,22.67444093610764,commercial,25.2,DEM_006_02
0.5,DEM_33305,113.8321430581396,22.67253471724875,4,COM_5,113.8231103907918,22.67455908142552,commercial,6.3,DEM_006_03
0.5,DEM_32626,113.94568757860388,22.676261795046393,1,MED_68,113.8078934065362,22.69043991380036,medical,29.2,DEM_006_04
0.5,DEM_13431,113.8641816321349,22.662693408869114,4,COM_12,113.82327136439469,22.6746292751996,commercial,15.2,DEM_006_05
0.5,DEM_28652,113.81711713982848,22.6613111164381,4,COM_12,113.82327136439469,22.6746292751996,commercial,26.6,DEM_006_06
0.583,DEM_44686,113.9226876522535,22.65079086160107,3,MED_531,113.8076652331016,22.69033302747562,medical,21.5,DEM_007_00
0.583,DEM_29042,113.926160818453,22.68369415795954,1,MED_136,113.80831841077608,22.69073903809884,medical,9.7,DEM_007_01
0.583,DEM_12263,113.80628341604928,22.66695827986254,4,COM_5,113.8231103907918,22.67455908142552,commercial,19.5,DEM_007_02
0.583,DEM_32745,113.9326417596083,22.68260385072312,4,COM_5,113.8231103907918,22.67455908142552,commercial,23.7,DEM_007_03
0.667,DEM_30369,113.9437123858586,22.679443371028167,1,MED_68,113.8078934065362,22.69043991380036,medical,26.3,DEM_008_00
0.667,DEM_3388,113.8016231199978,22.69170765437084,4,COM_54,113.80529579176628,22.66083003960116,commercial,6.7,DEM_008_01
0.667,DEM_13346,113.8058733017832,22.69321401159022,4,COM_52,113.8232721744962,22.67444093610764,commercial,8.0,DEM_008_02
0.667,DEM_34793,113.8180414785268,22.66950848197138,4,COM_12,113.82327136439469,22.6746292751996,commercial,19.5,DEM_008_03
0.75,DEM_14916,113.8601274808562,22.66016821390798,4,COM_12,113.82327136439469,22.6746292751996,commercial,21.7,DEM_009_00
0.75,DEM_18037,113.9890961992029,22.6958316494698,4,COM_12,113.82327136439469,22.6746292751996,commercial,11.6,DEM_009_01
0.75,DEM_6933,113.9421526144856,22.67569784225462,4,COM_22,113.9352843465338,22.681219811731687,commercial,16.4,DEM_009_02
0.75,DEM_3589,113.9257740688362,22.69369302412387,4,COM_5,113.8231103907918,22.67455908142552,commercial,16.5,DEM_009_03
0.833,DEM_32805,113.9256130966291,22.67486405974359,4,COM_22,113.9352843465338,22.681219811731687,commercial,20.3,DEM_010_00
0.833,DEM_41225,113.8605498146692,22.654202437604887,1,MED_531,113.8076652331016,22.69033302747562,medical,5.2,DEM_010_01
0.833,DEM_33559,113.979913369494,22.67758921592661,4,COM_22,113.9352843465338,22.681219811731687,commercial,28.3,DEM_010_02
0.833,DEM_5311,113.816401376305,22.66794273191478,4,COM_12,113.82327136439469,22.6746292751996,commercial,11.6,DEM_010_03
0.833,DEM_5534,113.8585296428004,22.66032352138568,4,COM_54,113.80529579176628,22.66083003960116,commercial,8.9,DEM_010_04
0.833,DEM_16119,113.9431106955948,22.67570925348862,4,COM_54,113.80529579176628,22.66083003960116,commercial,10.3,DEM_010_05
0.833,DEM_19858,113.8060320799488,22.68516572721976,4,COM_12,113.82327136439469,22.6746292751996,commercial,22.2,DEM_010_06
0.833,DEM_15071,113.9342146144983,22.685569334667807,4,COM_54,113.80529579176628,22.66083003960116,commercial,17.2,DEM_010_07
0.917,DEM_7987,113.9401785212637,22.67634381952256,2,MED_531,113.8076652331016,22.69033302747562,medical,5.9,DEM_011_00
0.917,DEM_21588,113.8322458804696,22.672685485544008,4,COM_54,113.80529579176628,22.66083003960116,commercial,18.8,DEM_011_01
0.917,DEM_25340,113.9339794239442,22.68502911453128,4,COM_12,113.82327136439469,22.6746292751996,commercial,6.0,DEM_011_02
0.917,DEM_21259,113.8646580379425,22.66683812184224,1,MED_68,113.8078934065362,22.69043991380036,medical,27.5,DEM_011_03
0.917,DEM_11772,113.804710614079,22.69258037129732,4,COM_12,113.82327136439469,22.6746292751996,commercial,21.7,DEM_011_04
0.917,DEM_20522,113.8631746374849,22.659404772427248,3,MED_531,113.8076652331016,22.69033302747562,medical,27.1,DEM_011_05
0.917,DEM_23868,113.81153399200169,22.66457643220645,4,COM_54,113.80529579176628,22.66083003960116,commercial,23.7,DEM_011_06
0.917,DEM_13445,113.8210752798881,22.66826121263689,3,MED_136,113.80831841077608,22.69073903809884,medical,29.4,DEM_011_07
0.917,DEM_9766,113.81360788013428,22.66644558141024,4,COM_52,113.8232721744962,22.67444093610764,commercial,5.6,DEM_011_08
0.917,DEM_19173,113.9263000717185,22.67482618456781,4,COM_52,113.8232721744962,22.67444093610764,commercial,25.1,DEM_011_09
1.0,DEM_41692,113.92285307056808,22.65052710156632,4,COM_12,113.82327136439469,22.6746292751996,commercial,15.0,DEM_012_00
1.0,DEM_15951,113.8994527465433,22.66506240244999,4,COM_5,113.8231103907918,22.67455908142552,commercial,29.2,DEM_012_01
1.0,DEM_15979,113.9425001076752,22.67909799086464,3,MED_341,113.8077787728144,22.69023886178267,medical,21.0,DEM_012_02
1.0,DEM_23480,113.8072330978804,22.67060856830461,4,COM_54,113.80529579176628,22.66083003960116,commercial,13.3,DEM_012_03
1.0,DEM_1263,113.803291297225,22.69413361339824,4,COM_5,113.8231103907918,22.67455908142552,commercial,26.9,DEM_012_04
1.0,DEM_14934,113.9448092165682,22.67587443697542,3,MED_136,113.80831841077608,22.69073903809884,medical,19.5,DEM_012_05
1.0,DEM_15160,113.93179845291688,22.684928948357456,4,COM_5,113.8231103907918,22.67455908142552,commercial,7.7,DEM_012_06
1.0,DEM_25656,113.8153203075088,22.69264719255906,1,MED_341,113.8077787728144,22.69023886178267,medical,23.2,DEM_012_07
1.0,DEM_17997,113.8208008993659,22.69290430069159,4,COM_52,113.8232721744962,22.67444093610764,commercial,20.2,DEM_012_08
1.0,DEM_30641,113.9355507439857,22.683367531461375,4,COM_5,113.8231103907918,22.67455908142552,commercial,14.6,DEM_012_09
1.083,DEM_42059,113.82324012851169,22.69416408791257,1,MED_341,113.8077787728144,22.69023886178267,medical,20.6,DEM_013_00
1.083,DEM_41984,113.806521414226,22.68360519981064,2,MED_68,113.8078934065362,22.69043991380036,medical,23.0,DEM_013_01
1.083,DEM_17289,113.8152917582572,22.66627200444072,4,COM_54,113.80529579176628,22.66083003960116,commercial,12.7,DEM_013_02
1.083,DEM_23990,113.86408032936708,22.66611244874302,4,COM_22,113.9352843465338,22.681219811731687,commercial,15.1,DEM_013_03
1.083,DEM_16967,113.9960030612449,22.66686311315196,4,COM_54,113.80529579176628,22.66083003960116,commercial,8.2,DEM_013_04
1.083,DEM_24716,113.8164958452632,22.668537781533168,4,COM_52,113.8232721744962,22.67444093610764,commercial,21.9,DEM_013_05
1.083,DEM_9580,113.9337502670038,22.68227831843785,4,COM_54,113.80529579176628,22.66083003960116,commercial,19.2,DEM_013_06
1.083,DEM_23845,113.9187459160158,22.66156859323613,4,COM_54,113.80529579176628,22.66083003960116,commercial,25.8,DEM_013_07
1.167,DEM_11998,113.8148227775457,22.6711812396343,4,COM_54,113.80529579176628,22.66083003960116,commercial,16.8,DEM_014_00
1.167,DEM_9279,113.925140697826,22.6814923102822,4,COM_5,113.8231103907918,22.67455908142552,commercial,12.1,DEM_014_01
1.167,DEM_42012,113.9824876072386,22.690503095028447,4,COM_54,113.80529579176628,22.66083003960116,commercial,13.4,DEM_014_02
1.167,DEM_13335,113.81769970991348,22.661604173300567,4,COM_22,113.9352843465338,22.681219811731687,commercial,10.6,DEM_014_03
1.167,DEM_11108,113.92585351966528,22.67406998915176,4,COM_12,113.82327136439469,22.6746292751996,commercial,5.6,DEM_014_04
1.167,DEM_13933,113.922584616371,22.6982437001602,4,COM_52,113.8232721744962,22.67444093610764,commercial,20.3,DEM_014_05
1.25,DEM_9677,113.8148854336121,22.66587470228663,3,MED_531,113.8076652331016,22.69033302747562,medical,16.6,DEM_015_00
1.25,DEM_33769,113.8180639844218,22.67396485216328,4,COM_12,113.82327136439469,22.6746292751996,commercial,27.9,DEM_015_01
1.25,DEM_6336,113.9435908180999,22.67443704583086,4,COM_52,113.8232721744962,22.67444093610764,commercial,8.3,DEM_015_02
1.25,DEM_27553,113.9162444968005,22.65353018298546,1,MED_531,113.8076652331016,22.69033302747562,medical,29.7,DEM_015_03
1.25,DEM_36700,113.8990115931723,22.67233117301448,4,COM_22,113.9352843465338,22.681219811731687,commercial,28.8,DEM_015_04
1.25,DEM_26173,113.9358745515935,22.683422855011848,4,COM_54,113.80529579176628,22.66083003960116,commercial,25.4,DEM_015_05
1.25,DEM_30145,113.8628384554238,22.66776417144752,4,COM_52,113.8232721744962,22.67444093610764,commercial,25.8,DEM_015_06
1.25,DEM_33132,113.9344928368696,22.68451486645043,4,COM_52,113.8232721744962,22.67444093610764,commercial,27.4,DEM_015_07
1.25,DEM_28165,113.8613589593465,22.65587558318837,2,MED_438,113.8080819750525,22.69056122970081,medical,11.5,DEM_015_08
1.25,DEM_14089,113.81393171735668,22.66770740241789,4,COM_22,113.9352843465338,22.681219811731687,commercial,24.1,DEM_015_09
1.333,DEM_22426,113.9209752028028,22.68911800487597,4,COM_12,113.82327136439469,22.6746292751996,commercial,22.7,DEM_016_00
1.333,DEM_3144,113.93300893402488,22.68839038711739,4,COM_52,113.8232721744962,22.67444093610764,commercial,15.2,DEM_016_01
1.333,DEM_32758,113.8064888731629,22.686077532951135,4,COM_52,113.8232721744962,22.67444093610764,commercial,15.4,DEM_016_02
1.333,DEM_11604,113.86505453399208,22.66679686118441,4,COM_52,113.8232721744962,22.67444093610764,commercial,14.7,DEM_016_03
1.333,DEM_35858,113.9135877853238,22.66070764236322,4,COM_5,113.8231103907918,22.67455908142552,commercial,26.4,DEM_016_04
1.333,DEM_35277,113.8259313109234,22.667979918518,4,COM_52,113.8232721744962,22.67444093610764,commercial,16.9,DEM_016_05
1.333,DEM_20401,113.8118298557201,22.664597250915808,4,COM_22,113.9352843465338,22.681219811731687,commercial,23.8,DEM_016_06
1.333,DEM_24659,113.9228193660836,22.69639178572916,1,MED_531,113.8076652331016,22.69033302747562,medical,23.7,DEM_016_07
1.417,DEM_9008,113.9237008828253,22.67399733054187,4,COM_52,113.8232721744962,22.67444093610764,commercial,28.0,DEM_017_00
1.417,DEM_38844,113.9159257585456,22.65758525691034,4,COM_54,113.80529579176628,22.66083003960116,commercial,5.7,DEM_017_01
1.417,DEM_23093,113.9176691664455,22.67396012397713,4,COM_54,113.80529579176628,22.66083003960116,commercial,19.1,DEM_017_02
1.417,DEM_1230,113.803550003832,22.691377942641136,4,COM_5,113.8231103907918,22.67455908142552,commercial,21.1,DEM_017_03
1.417,DEM_7202,113.9453687346728,22.676901299430735,4,COM_52,113.8232721744962,22.67444093610764,commercial,9.5,DEM_017_04
1.417,DEM_14888,113.815424262025,22.66880726234111,4,COM_52,113.8232721744962,22.67444093610764,commercial,13.2,DEM_017_05
1.417,DEM_26920,113.8337187572407,22.673293713206167,4,COM_22,113.9352843465338,22.681219811731687,commercial,13.4,DEM_017_06
1.417,DEM_22151,113.8614219069737,22.65361441140974,4,COM_22,113.9352843465338,22.681219811731687,commercial,23.8,DEM_017_07
1.5,DEM_38750,113.80152696800668,22.678879107375288,4,COM_12,113.82327136439469,22.6746292751996,commercial,11.0,DEM_018_00
1.5,DEM_28113,113.8155624982361,22.693357515792407,4,COM_5,113.8231103907918,22.67455908142552,commercial,19.1,DEM_018_01
1.5,DEM_12291,113.86210072662608,22.666881832542575,4,COM_52,113.8232721744962,22.67444093610764,commercial,22.5,DEM_018_02
1.5,DEM_21568,113.81169589622,22.66443749533279,4,COM_12,113.82327136439469,22.6746292751996,commercial,20.1,DEM_018_03
1.5,DEM_5947,113.8005346615439,22.67856667872685,1,MED_136,113.80831841077608,22.69073903809884,medical,29.1,DEM_018_04
1.5,DEM_5606,113.9222740512582,22.69736067552129,4,COM_54,113.80529579176628,22.66083003960116,commercial,5.6,DEM_018_05
1.5,DEM_17910,113.9423211846248,22.675408760427935,4,COM_54,113.80529579176628,22.66083003960116,commercial,21.9,DEM_018_06
1.5,DEM_21937,113.9323417500462,22.68339368558382,1,MED_438,113.8080819750525,22.69056122970081,medical,28.5,DEM_018_07
1.5,DEM_11034,113.86471986811029,22.66310453270073,4,COM_5,113.8231103907918,22.67455908142552,commercial,19.8,DEM_018_08
1.5,DEM_39161,113.91804902429848,22.665993224345,3,MED_136,113.80831841077608,22.69073903809884,medical,7.5,DEM_018_09
1.583,DEM_29247,113.9351998823168,22.68701879147856,4,COM_5,113.8231103907918,22.67455908142552,commercial,15.8,DEM_019_00
1.583,DEM_21092,113.93553132062688,22.68627856274194,4,COM_52,113.8232721744962,22.67444093610764,commercial,22.7,DEM_019_01
1.583,DEM_25722,113.8165679742639,22.69213064707493,4,COM_12,113.82327136439469,22.6746292751996,commercial,23.3,DEM_019_02
1.583,DEM_40939,113.9253944570589,22.65598822568275,4,COM_22,113.9352843465338,22.681219811731687,commercial,20.4,DEM_019_03
1.583,DEM_32434,113.8629975380919,22.664726988082126,4,COM_52,113.8232721744962,22.67444093610764,commercial,16.6,DEM_019_04
1.583,DEM_36478,113.944042314873,22.67823680267884,1,MED_341,113.8077787728144,22.69023886178267,medical,13.1,DEM_019_05
1.583,DEM_13982,113.925988150396,22.69359497986759,4,COM_5,113.8231103907918,22.67455908142552,commercial,12.0,DEM_019_06
1.583,DEM_26649,113.9357015368995,22.68290531256328,4,COM_12,113.82327136439469,22.6746292751996,commercial,23.8,DEM_019_07
1.583,DEM_34823,113.81771364964288,22.66065364288651,2,MED_531,113.8076652331016,22.69033302747562,medical,21.7,DEM_019_08
1.583,DEM_19436,113.934535613481,22.68324753532947,4,COM_5,113.8231103907918,22.67455908142552,commercial,17.4,DEM_019_09
1.667,DEM_436,113.8676786237505,22.670603400169416,1,MED_531,113.8076652331016,22.69033302747562,medical,28.7,DEM_020_00
1.667,DEM_4265,113.81446366760468,22.66620899561377,4,COM_12,113.82327136439469,22.6746292751996,commercial,23.0,DEM_020_01
1.667,DEM_29165,113.8073372851873,22.69187345529948,4,COM_54,113.80529579176628,22.66083003960116,commercial,24.0,DEM_020_02
1.667,DEM_44237,113.9966990074536,22.66849264409835,4,COM_52,113.8232721744962,22.67444093610764,commercial,21.1,DEM_020_03
1.667,DEM_29277,113.805317840086,22.69989603649914,4,COM_52,113.8232721744962,22.67444093610764,commercial,24.8,DEM_020_04
1.667,DEM_4734,113.8146292520088,22.66586925310079,4,COM_22,113.9352843465338,22.681219811731687,commercial,10.5,DEM_020_05
1.75,DEM_17649,113.8158059227926,22.66939458378798,4,COM_22,113.9352843465338,22.681219811731687,commercial,10.8,DEM_021_00
1.75,DEM_10686,113.8149920116591,22.66589137757948,4,COM_22,113.9352843465338,22.681219811731687,commercial,8.0,DEM_021_01
1.75,DEM_32286,113.8051345647402,22.69992228306194,4,COM_12,113.82327136439469,22.6746292751996,commercial,9.8,DEM_021_02
1.75,DEM_28875,113.9361811777029,22.68969870529373,4,COM_22,113.9352843465338,22.681219811731687,commercial,23.1,DEM_021_03
1.75,DEM_31527,113.9204218787796,22.666511437525536,4,COM_54,113.80529579176628,22.66083003960116,commercial,12.1,DEM_021_04
1.75,DEM_5106,113.9194718900157,22.664073755735753,4,COM_12,113.82327136439469,22.6746292751996,commercial,12.4,DEM_021_05
1.75,DEM_21002,113.9351771859861,22.68627651209536,4,COM_12,113.82327136439469,22.6746292751996,commercial,12.6,DEM_021_06
1.75,DEM_45545,113.9128998324126,22.65087859226565,4,COM_54,113.80529579176628,22.66083003960116,commercial,8.2,DEM_021_07
1.75,DEM_2146,113.9243999671114,22.67371992350922,4,COM_5,113.8231103907918,22.67455908142552,commercial,18.8,DEM_021_08
1.833,DEM_5910,113.92940683333148,22.68734473516158,4,COM_5,113.8231103907918,22.67455908142552,commercial,15.0,DEM_022_00
1.833,DEM_3658,113.9166100142996,22.67496655712908,4,COM_54,113.80529579176628,22.66083003960116,commercial,20.7,DEM_022_01
1.833,DEM_2607,113.9208218926504,22.665468777926815,4,COM_12,113.82327136439469,22.6746292751996,commercial,8.7,DEM_022_02
1.833,DEM_34174,113.9410157122616,22.67299577145112,1,MED_341,113.8077787728144,22.69023886178267,medical,7.1,DEM_022_03
1.833,DEM_14127,113.93474607474988,22.68389453889062,3,MED_68,113.8078934065362,22.69043991380036,medical,19.0,DEM_022_04
1.833,DEM_24463,113.8183934850891,22.66072554106269,4,COM_54,113.80529579176628,22.66083003960116,commercial,19.9,DEM_022_05
1.833,DEM_38521,113.921779563259,22.65139617650348,4,COM_12,113.82327136439469,22.6746292751996,commercial,24.4,DEM_022_06
1.833,DEM_22257,113.8640569812142,22.66788559059695,4,COM_52,113.8232721744962,22.67444093610764,commercial,27.7,DEM_022_07
1.833,DEM_17078,113.8386097604076,22.670029308255135,4,COM_54,113.80529579176628,22.66083003960116,commercial,29.8,DEM_022_08
1.917,DEM_13630,113.9206533140761,22.66996794796076,4,COM_12,113.82327136439469,22.6746292751996,commercial,18.8,DEM_023_00
1.917,DEM_8441,113.9136534702634,22.67592887697395,1,MED_68,113.8078934065362,22.69043991380036,medical,15.2,DEM_023_01
1.917,DEM_44118,113.818248924723,22.65896154424324,4,COM_54,113.80529579176628,22.66083003960116,commercial,16.7,DEM_023_02
1.917,DEM_1504,113.8254358099444,22.69440964252184,1,MED_136,113.80831841077608,22.69073903809884,medical,12.2,DEM_023_03
1.917,DEM_16180,113.8158378452128,22.66863859364167,4,COM_52,113.8232721744962,22.67444093610764,commercial,6.8,DEM_023_04
1.917,DEM_13269,113.942468501116,22.67793706226028,4,COM_22,113.9352843465338,22.681219811731687,commercial,24.7,DEM_023_05
2.0,DEM_27788,113.8629662846912,22.65840778532538,4,COM_22,113.9352843465338,22.681219811731687,commercial,22.5,DEM_024_00
2.0,DEM_15574,113.864174730243,22.66450296461706,4,COM_54,113.80529579176628,22.66083003960116,commercial,18.5,DEM_024_01
2.0,DEM_25887,113.935308739219,22.682748664326216,3,MED_68,113.8078934065362,22.69043991380036,medical,20.0,DEM_024_02
2.0,DEM_25493,113.8632482727875,22.666664540156,2,MED_341,113.8077787728144,22.69023886178267,medical,20.1,DEM_024_03
2.0,DEM_1166,113.8664369833849,22.67139091470384,4,COM_5,113.8231103907918,22.67455908142552,commercial,10.7,DEM_024_04
2.0,DEM_42848,113.8629221795647,22.659941747198776,3,MED_531,113.8076652331016,22.69033302747562,medical,19.7,DEM_024_05
2.0,DEM_898,113.8603470021084,22.65269567011727,4,COM_22,113.9352843465338,22.681219811731687,commercial,19.4,DEM_024_06
2.0,DEM_9641,113.9434000393432,22.673609374849367,3,MED_438,113.8080819750525,22.69056122970081,medical,18.0,DEM_024_07
2.0,DEM_26157,113.81958499153248,22.67274207115956,2,MED_341,113.8077787728144,22.69023886178267,medical,9.5,DEM_024_08
2.083,DEM_41919,113.81769955834748,22.66027495130982,4,COM_52,113.8232721744962,22.67444093610764,commercial,25.3,DEM_025_00
2.083,DEM_33290,113.92014813483068,22.69030859088096,4,COM_5,113.8231103907918,22.67455908142552,commercial,16.4,DEM_025_01
2.083,DEM_18058,113.9333528124439,22.68572337012732,4,COM_22,113.9352843465338,22.681219811731687,commercial,13.1,DEM_025_02
2.083,DEM_23732,113.80566900333548,22.69275093761496,4,COM_54,113.80529579176628,22.66083003960116,commercial,25.6,DEM_025_03
2.083,DEM_34,113.9282227316353,22.67284357447016,4,COM_54,113.80529579176628,22.66083003960116,commercial,16.5,DEM_025_04
2.083,DEM_2631,113.857553183245,22.66010651863046,4,COM_12,113.82327136439469,22.6746292751996,commercial,18.0,DEM_025_05
2.083,DEM_38874,113.9458749074725,22.68408565236648,2,MED_438,113.8080819750525,22.69056122970081,medical,20.6,DEM_025_06
2.083,DEM_2467,113.8041139600818,22.69092395419871,2,MED_136,113.80831841077608,22.69073903809884,medical,11.7,DEM_025_07
2.167,DEM_13585,113.9457370295899,22.677342093667846,4,COM_12,113.82327136439469,22.6746292751996,commercial,12.8,DEM_026_00
2.167,DEM_585,113.91149200399,22.67018218429431,4,COM_54,113.80529579176628,22.66083003960116,commercial,15.2,DEM_026_01
2.167,DEM_12724,113.8173205696967,22.6681434108584,4,COM_5,113.8231103907918,22.67455908142552,commercial,16.5,DEM_026_02
2.167,DEM_6120,113.8142225670122,22.66542058615422,2,MED_136,113.80831841077608,22.69073903809884,medical,17.5,DEM_026_03
2.167,DEM_16756,113.8612971118668,22.65766494499882,4,COM_54,113.80529579176628,22.66083003960116,commercial,22.6,DEM_026_04
2.25,DEM_7254,113.855874583381,22.66141693883465,4,COM_5,113.8231103907918,22.67455908142552,commercial,11.9,DEM_027_00
2.25,DEM_24401,113.9171579397755,22.65198190852584,4,COM_22,113.9352843465338,22.681219811731687,commercial,28.4,DEM_027_01
2.25,DEM_30355,113.93449385199888,22.685698161655,4,COM_22,113.9352843465338,22.681219811731687,commercial,25.5,DEM_027_02
2.25,DEM_16185,113.8143786613686,22.69085857509668,4,COM_22,113.9352843465338,22.681219811731687,commercial,25.9,DEM_027_03
2.25,DEM_35572,113.9298277420269,22.68898122940406,4,COM_52,113.8232721744962,22.67444093610764,commercial,26.6,DEM_027_04
2.25,DEM_26411,113.86145467732848,22.66128311943892,4,COM_54,113.80529579176628,22.66083003960116,commercial,17.1,DEM_027_05
